1,Masonry,Residential,-81.711777,30.102261,0,0,9979.2,0,792148.9,498960,498960,498960,498960,498960,CLAY COUNTY,FL,119736
3,Masonry,Residential,-81.707664,30.063936,0,0,0,0,1438163.57,1322376.3,1322376.3,1322376.3,1322376.3,1322376.3,CLAY COUNTY,FL,448094
1,Wood,Residential,-81.700455,30.089579,0,0,0,0,192476.78,190724.4,190724.4,190724.4,190724.4,190724.4,CLAY COUNTY,FL,206893
3,Wood,Residential,-81.707703,30.063236,0,0,0,0,86854.48,79520.76,0,0,79520.76,0,CLAY COUNTY,FL,333743
1,Wood,Residential,-81.702675,30.060614,0,0,0,0,246144.49,254281.5,254281.5,0,254281.5,0,CLAY COUNTY,FL,172534
3,Masonry,Residential,-81.707703,30.063236,0,0,0,0,884419.17,515035.62,0,0,515035.62,0,CLAY COUNTY,FL,785275
1,Reinforced Concrete,Commercial,-81.713882,30.102226,0,0,0,0,20610000,19260000,0,0,19260000,0,CLAY COUNTY,FL,995932
1,Wood,Residential,-81.707146,30.102217,0,0,16425,0,348374.25,328500,328500,328500,328500,328500,CLAY COUNTY,FL,223488
1,Wood,Residential,-81.704613,30.118774,0,0,15750,0,265821.57,315000,315000,315000,315000,315000,CLAY COUNTY,FL,433512
1,Masonry,Residential,-81.703751,30.100628,0,0,35280,14112,1010842.56,705600,705600,705600,705600,705600,CLAY COUNTY,FL,142071
1,Masonry,Residential,-81.719444,30.10216,0,0,0,0,1117791.48,831498.3,831498.3,831498.3,831498.3,831498.3,CLAY COUNTY,FL,253816
1,Wood,Residential,-81.695099,30.095957,0,0,0,0,33952.19,24059.09,0,0,24059.09,0,CLAY COUNTY,FL,894922
1,Wood,Residential,-81.739822,30.100073,0,0,0,0,66755.39,48115.94,0,0,48115.94,0,CLAY COUNTY,FL,422834
1,Wood,Residential,-81.725167,30.09248,0,0,0,0,42826.99,28869.12,0,0,28869.12,0,CLAY COUNTY,FL,582721
1,Wood,Residential,-81.726248,30.101356,0,0,0,0,50656.8,56135.64,0,0,56135.64,0,CLAY COUNTY,FL,842700
1,Wood,Residential,-81.727463,30.113743,0,0,0,0,67905.07,48115.94,0,0,48115.94,0,CLAY COUNTY,FL,874333
3,Wood,Residential,-81.732391,30.121655,0,0,0,0,66938.9,48115.94,0,0,48115.94,0,CLAY COUNTY,FL,580146
1,Wood,Residential,-81.741661,30.109537,0,0,0,0,86421.04,80192.49,0,0,80192.49,0,CLAY COUNTY,FL,456149
3,Wood,Residential,-81.745335,30.11824,0,0,0,0,73798.5,48115.94,0,0,48115.94,0,CLAY COUNTY,FL,767862
1,Wood,Residential,-81.717416,30.065799,0,0,0,0,62467.29,60946.79,0,0,60946.79,0,CLAY COUNTY,FL,353022
1,Wood,Residential,-81.710581,30.082993,0,0,0,0,42727.74,28869.12,0,0,28869.12,0,CLAY COUNTY,FL,367814
3,Reinforced Concrete,Commercial,-81.711929,30.091921,0,0,0,0,11700000,13410000,0,0,13410000,0,CLAY COUNTY,FL,671392
1,Masonry,Residential,-81.711884,30.117352,0,0,0,0,2099127.76,1669113.93,0,0,1669113.93,0,CLAY COUNTY,FL,772887
3,Wood,Residential,-81.713181,30.095783,0,0,0,0,211372.57,179562.23,0,0,179562.23,0,CLAY COUNTY,FL,983122
1,Wood,Residential,-81.727478,30.110518,0,0,0,0,157171.16,177744.16,0,0,177744.16,0,CLAY COUNTY,FL,934215
1,Wood,Residential,-81.705719,30.10288,0,0,0,0,16948.72,17757.58,0,0,17757.58,0,CLAY COUNTY,FL,385951
1,Wood,Residential,-81.71624,30.068468,0,0,0,0,101758.43,130129.87,0,0,130129.87,0,CLAY COUNTY,FL,716332
1,Wood,Residential,-81.71624,30.068468,0,0,0,0,63592.88,42854.77,0,0,42854.77,0,CLAY COUNTY,FL,751262
1,Wood,Residential,-81.71624,30.068468,0,0,0,0,662.18,785.58,0,0,785.58,0,CLAY COUNTY,FL,633663
1,Wood,Residential,-81.71624,30.068468,0,0,0,0,177176.38,170361.91,0,0,170361.91,0,CLAY COUNTY,FL,105851
1,Wood,Residential,-81.71624,30.068468,0,0,0,0,1861.41,1430.89,0,0,1430.89,0,CLAY COUNTY,FL,710400
4,Wood,Residential,-81.706865,30.079785,0,0,0,0,101692.86,129913.27,0,0,129913.27,0,CLAY COUNTY,FL,703001
1,Masonry,Residential,-81.718452,30.08012,0,0,0,0,507164.19,366285.62,0,0,366285.62,0,CLAY COUNTY,FL,352792
1,Wood,Residential,-81.718452,30.08012,0,0,0,0,28637.17,22512.61,0,0,22512.61,0,CLAY COUNTY,FL,717603
3,Wood,Residential,-82.926659,29.959805,0,0,0,0,10880.22,9246.6,9246.6,0,9246.6,0,SUWANNEE COUNTY,FL,937659
3,Wood,Residential,-82.926659,29.959805,0,0,0,0,69357.78,96164.64,0,0,96164.64,0,SUWANNEE COUNTY,FL,294022
3,Wood,Residential,-82.926659,29.959805,0,0,0,0,12737.89,11095.92,0,0,11095.92,0,SUWANNEE COUNTY,FL,410500
3,Wood,Residential,-82.926155,29.962601,0,0,4369.5,0,199030.29,218475,218475,218475,218475,218475,SUWANNEE COUNTY,FL,524433
3,Masonry,Residential,-82.926155,29.962601,0,0,0,0,1772984.1,1400904,1400904,1400904,1400904,1400904,SUWANNEE COUNTY,FL,779298
3,Wood,Residential,-82.926155,29.962601,0,0,87.3,0,4438.05,4365,4365,4365,4365,4365,SUWANNEE COUNTY,FL,491831
3,Wood,Residential,-82.926155,29.962601,0,0,87.3,0,6095.72,4365,4365,4365,4365,4365,SUWANNEE COUNTY,FL,814637
3,Wood,Residential,-82.926155,29.962601,0,0,0,0,58106.58,39789,39789,39789,39789,39789,SUWANNEE COUNTY,FL,737515
3,Wood,Residential,-82.926155,29.962601,0,0,0,0,18969.79,24867,24867,24867,24867,24867,SUWANNEE COUNTY,FL,222653
3,Wood,Residential,-82.926155,29.962601,0,0,0,0,261435.18,213876,213876,213876,213876,213876,SUWANNEE COUNTY,FL,788543
3,Wood,Residential,-82.92542,29.960735,0,0,1388.7,0,93674.34,69435,69435,69435,69435,69435,SUWANNEE COUNTY,FL,691681
3,Wood,Residential,-82.92542,29.960735,0,0,0,0,12333.03,14922,14922,14922,14922,14922,SUWANNEE COUNTY,FL,368807
1,Wood,Residential,-82.916763,29.963396,0,0,0,0,239134.51,165546,165546,165546,165546,165546,SUWANNEE COUNTY,FL,174002
1,Wood,Residential,-82.916763,29.963396,0,0,0,0,86637.86,72837,72837,72837,72837,72837,SUWANNEE COUNTY,FL,198760
1,Wood,Residential,-82.916763,29.963396,0,0,0,0,98147.86,72837,72837,72837,72837,72837,SUWANNEE COUNTY,FL,831395
1,Wood,Residential,-82.916763,29.963396,0,0,388.8,0,30658.59,19440,19440,19440,19440,19440,SUWANNEE COUNTY,FL,305698
1,Wood,Residential,-82.916763,29.963396,0,0,198.9,0,11551.12,9945,9945,9945,9945,9945,SUWANNEE COUNTY,FL,515722
3,Wood,Residential,-82.92394,29.958415,0,0,0,0,345894.66,255878.61,0,0,255878.61,0,SUWANNEE COUNTY,FL,415582
4,Wood,Residential,-82.92767,29.9696,0,0,0,0,138228.8,153527.17,0,0,153527.17,0,SUWANNEE COUNTY,FL,783533
1,Wood,Residential,-82.927582,29.959404,0,0,0,0,177339.74,255878.61,0,0,255878.61,0,SUWANNEE COUNTY,FL,640802
3,Wood,Residential,-82.922729,29.958904,0,0,0,0,95132.8,102351.45,0,0,102351.45,0,SUWANNEE COUNTY,FL,403866
1,Wood,Residential,-82.922424,29.95822,0,0,0,0,145139.65,155489.66,0,0,155489.66,0,SUWANNEE COUNTY,FL,828788
4,Wood,Residential,-82.933777,29.965832,0,0,0,0,114919.58,137233.8,0,0,137233.8,0,SUWANNEE COUNTY,FL,751490
4,Wood,Residential,-82.933777,29.965721,0,0,0,0,183015.09,123596.05,0,0,123596.05,0,SUWANNEE COUNTY,FL,972562
4,Wood,Residential,-82.933777,29.965717,0,0,0,0,88218.85,107111.11,0,0,107111.11,0,SUWANNEE COUNTY,FL,367541
3,Wood,Residential,-82.923635,29.95775,0,0,0,0,85911,96309.32,0,0,96309.32,0,SUWANNEE COUNTY,FL,481360
1,Wood,Residential,-81.93397,30.39431,0,0,0,0,168443.97,104031.7,0,0,104031.7,0,NASSAU COUNTY,FL,920232
1,Wood,Residential,-81.830429,30.56267,0,0,0,0,485816.61,338944.5,338944.5,338944.5,338944.5,338944.5,NASSAU COUNTY,FL,727659
1,Wood,Residential,-81.830429,30.56267,0,0,0,0,414565.56,272349,272349,272349,272349,272349,NASSAU COUNTY,FL,471817
1,Wood,Residential,-81.830193,30.561651,0,0,0,0,129635.53,129690,129690,129690,129690,129690,NASSAU COUNTY,FL,983043
1,Wood,Residential,-81.830429,30.56267,0,0,0,0,120345.61,123210,123210,123210,123210,123210,NASSAU COUNTY,FL,578286
3,Wood,Residential,-81.82632,30.56106,0,0,0,0,3939.13,3698.64,0,0,3698.64,0,NASSAU COUNTY,FL,347276
4,Reinforced Masonry,Commercial,-81.8249,30.5579,0,0,0,0,3057739.39,2115760.5,0,0,2115760.5,2115760.5,NASSAU COUNTY,FL,477786
3,Wood,Residential,-81.82632,30.56106,0,0,0,0,118401.07,93548.58,0,0,93548.58,0,NASSAU COUNTY,FL,265907
3,Masonry,Residential,-81.82632,30.56106,0,0,0,0,1487255.23,1037311.14,0,0,1037311.14,0,NASSAU COUNTY,FL,107560
3,Wood,Residential,-81.82383,30.57185,0,0,0,0,11825.56,15463.3,0,0,15463.3,0,NASSAU COUNTY,FL,908183
3,Wood,Residential,-81.826525,30.562835,0,0,0,0,13988.5,13893.35,0,0,13893.35,0,NASSAU COUNTY,FL,356024
1,Wood,Residential,-81.826584,30.567566,0,0,0,0,230328.99,316618.23,0,0,316618.23,0,NASSAU COUNTY,FL,575299
3,Wood,Residential,-81.83645,30.60895,0,0,0,0,63053.72,54834.66,0,0,54834.66,0,NASSAU COUNTY,FL,790478
1,Wood,Residential,-81.81973,30.59925,0,0,0,0,488965.65,295269.11,0,0,295269.11,0,NASSAU COUNTY,FL,801776
3,Masonry,Residential,-81.77496,30.53674,0,0,0,0,955908.09,723734.17,0,0,723734.17,0,NASSAU COUNTY,FL,291781
1,Masonry,Residential,-81.825684,30.555161,0,0,0,0,1455184.42,1741572,1741572,0,1741572,0,NASSAU COUNTY,FL,537286
4,Wood,Residential,-82.66227,30.105968,0,0,0,0,164978.1,135450,135450,135450,135450,135450,COLUMBIA COUNTY,FL,289305
1,Wood,Residential,-82.7094,30.1018,0,0,0,0,77678.46,60300,60300,60300,60300,60300,COLUMBIA COUNTY,FL,697409
4,Wood,Residential,-82.7094,30.1018,0,0,0,0,19501.76,22500,22500,22500,22500,22500,COLUMBIA COUNTY,FL,633944
4,Wood,Residential,-82.7094,30.1018,0,0,0,0,33250.37,34212.42,0,0,34212.42,0,COLUMBIA COUNTY,FL,963511
1,Masonry,Residential,-82.73404,30.1653,0,0,0,0,626142.46,460128.2,0,0,460128.2,0,COLUMBIA COUNTY,FL,729649
4,Wood,Residential,-82.7094,30.1018,0,0,0,0,37291.11,32169.69,0,0,32169.69,0,COLUMBIA COUNTY,FL,862584
4,Wood,Residential,-82.57017,30.17399,0,0,0,0,49526.38,50550.75,0,0,50550.75,0,COLUMBIA COUNTY,FL,371891
3,Wood,Residential,-82.6126,30.1515,0,0,0,0,53762.62,42300,42300,42300,42300,42300,COLUMBIA COUNTY,FL,785595
4,Wood,Residential,-82.64,30.16269,0,0,0,0,16798.29,10171.26,0,0,10171.26,0,COLUMBIA COUNTY,FL,567696
4,Wood,Residential,-82.64,30.16269,0,0,0,0,176189.89,155342.88,0,0,155342.88,0,COLUMBIA COUNTY,FL,219025
4,Wood,Residential,-82.64,30.16269,0,0,0,0,4424.48,3698.64,0,0,3698.64,0,COLUMBIA COUNTY,FL,447216
